owner,date taken,capture time,type,dimensions,capture,keyword: content,keyword: type
lila,11/20/19,6:40:20 AM,.mp4,624x1232,unknown,of a thing,taken by phone
lila,11/19/19,4:30:31 PM,.png,1125x2436,unknown,something to remember,screenshot
lila,11/19/19,4:30:21 PM,.png,1125x2436,unknown,something to remember,screenshot
lila,11/19/19,2:13:58 PM,.png,1125x2436,unknown,texts,screenshot
lila,11/19/19,11:22:14 AM,.png,1125x2436,unknown,something to remember,screenshot
lila,11/18/19,3:26:46 PM,.png,1125x2436,unknown,memes,screenshot
lila,11/18/19,3:22:13 PM,.png,1125x2436,unknown,pets,screenshot
lila,11/18/19,12:48:44 PM,.png,2880x1800,unknown,work related,screenshot
lila,11/17/19,11:22:46 PM,.jpg,3024x4032,iphone xs,work related,taken by phone
lila,11/17/19,11:22:42 PM,.jpg,3024x4032,iphone xs,work related,taken by phone
lila,11/17/19,11:22:31 PM,.jpg,3024x4032,iphone xs,work related,taken by phone
lila,11/17/19,11:20:38 PM,.jpg,3024x4032,iphone xs,work related,taken by phone
lila,11/17/19,11:20:33 PM,.jpg,3024x4032,iphone xs,work related,taken by phone
lila,11/17/19,11:20:10 PM,.jpg,3024x4032,iphone xs,work related,taken by phone
lila,11/17/19,11:19:36 PM,.jpg,3024x4032,iphone xs,work related,taken by phone
lila,11/17/19,11:18:22 PM,.jpg,3024x4032,iphone xs,work related,taken by phone
lila,11/17/19,11:02:16 PM,.png,1125x2436,unknown,work related,screenshot
lila,11/17/19,9:11:46 PM,.png,627x3153,unknown,work related,saved
lila,11/17/19,9:11:46 PM,.png,627x2749,unknown,work related,saved
lila,11/17/19,9:11:46 PM,.png,627x3028,unknown,work related,saved
lila,11/17/19,9:11:46 PM,.png,627x2503,unknown,work related,saved
lila,11/17/19,9:11:46 PM,.png,627x1507,unknown,work related,saved
lila,11/17/19,2:47:03 PM,.png,10651x6001,unknown,work related,saved
lila,11/17/19,2:46:52 PM,.png,627x3153,unknown,work related,saved
lila,11/17/19,12:47:01 PM,.jpg,4032x3024,iphone xs,work related,taken by phone
lila,11/17/19,11:14:53 AM,.png,1125x2436,unknown,references,screenshot
lila,11/16/19,11:28:44 PM,.png,1125x2436,unknown,misc,screenshot
lila,11/16/19,6:30:10 PM,.png,1125x2436,unknown,something to remember,screenshot
lila,11/16/19,6:30:03 PM,.png,1125x2436,unknown,something to remember,screenshot
lila,11/16/19,6:13:33 PM,.png,1125x2436,unknown,something to remember,screenshot
lila,11/16/19,12:35:32 AM,.png,626x1782,unknown,work related,saved
lila,11/15/19,3:19:15 PM,.jpg,3024x4032,iphone xs,of a thing,taken by phone
lila,11/15/19,2:32:03 PM,.jpg,4032x3024,iphone xs,of a thing,taken by phone
lila,11/15/19,2:31:56 PM,.jpg,4032x3024,iphone xs,of a thing,taken by phone
lila,11/15/19,2:31:55 PM,.jpg,4032x3024,iphone xs,of a thing,taken by phone
lila,11/15/19,2:31:53 PM,.jpg,4032x3024,iphone xs,of a thing,taken by phone
lila,11/15/19,2:31:50 PM,.jpg,4032x3024,iphone xs,of a thing,taken by phone
lila,11/15/19,11:54:25 AM,.jpg,1124x1318,unknown,something to remember,screenshot
lila,11/15/19,8:24:46 AM,.mp4,886x1920,unknown,work related,screenshot
lila,11/15/19,8:09:07 AM,.mp4,886x1920,unknown,work related,screenshot
lila,11/15/19,5:25:56 AM,.mp4,886x1920,unknown,work related,screenshot
lila,11/15/19,5:15:45 AM,.mp4,886x1920,unknown,work related,screenshot
lila,11/15/19,5:08:53 AM,.mp4,886x1920,unknown,work related,screenshot
lila,11/15/19,4:12:09 AM,.mp4,886x1920,unknown,work related,screenshot
lila,11/15/19,4:05:02 AM,.mp4,886x1920,unknown,work related,screenshot
lila,11/15/19,3:30:34 AM,.mp4,886x1920,unknown,work related,screenshot
lila,11/15/19,3:29:47 AM,.mp4,886x1920,unknown,work related,screenshot
lila,11/15/19,3:28:54 AM,.mp4,886x1920,unknown,work related,screenshot
lila,11/15/19,1:50:28 AM,.mp4,886x1920,unknown,work related,screenshot
lila,11/15/19,12:57:52 AM,.mp4,886x1920,unknown,work related,screenshot
lila,11/15/19,12:57:25 AM,.mp4,886x1920,unknown,work related,screenshot
lila,11/14/19,8:42:30 PM,.mov,1920x1080,iphone xs,work related,taken by phone
lila,11/14/19,4:40:11 AM,.mp4,886x1920,unknown,work related,screenshot
lila,11/14/19,4:39:32 AM,.mp4,886x1920,unknown,work related,screenshot
lila,11/14/19,1:45:13 AM,.jpg,1124x1106,unknown,references,screenshot
lila,11/13/19,11:55:44 PM,.mp4,886x1920,unknown,work related,screenshot
lila,11/13/19,8:33:05 PM,.png,1125x2436,unknown,texts,screenshot
lila,11/13/19,11:50:40 AM,.jpg,1124x910,unknown,memes,screenshot
lila,11/13/19,11:20:33 AM,.png,1125x2436,unknown,something to remember,screenshot
lila,11/13/19,3:19:27 AM,.mp4,886x1920,unknown,work related,screenshot
lila,11/12/19,6:45:23 PM,.jpg,558x1280,iphone xs,pets,screenshot
lila,11/12/19,6:45:14 PM,.jpg,558x1280,iphone xs,pets,screenshot
lila,11/12/19,6:45:09 PM,.jpg,558x1280,iphone xs,pets,screenshot
lila,11/12/19,3:28:49 PM,.jpg,3024x4032,iphone xs,memes,taken by phone
lila,11/11/19,10:25:22 PM,.png,1125x2436,unknown,something to remember,saved
lila,11/11/19,5:50:41 PM,.png,1125x2436,unknown,memes,screenshot
lila,11/11/19,5:44:09 PM,.jpg,3024x4032,iphone xs,misc,taken by phone
lila,11/11/19,8:28:39 AM,.jpg,3024x4032,iphone xs,something to remember,taken by phone
lila,11/11/19,8:11:35 AM,.png,1125x2436,unknown,something to remember,screenshot
lila,11/11/19,12:30:47 AM,.jpg,2316x3088,iphone xs,work related,taken by phone
lila,11/11/19,12:30:37 AM,.jpg,2316x3088,iphone xs,work related,taken by phone
lila,11/10/19,10:45:36 PM,.jpg,3024x4032,iphone xs,something to remember,taken by phone
lila,11/10/19,10:12:53 PM,.jpg,3024x4032,iphone xs,references,taken by phone
lila,11/10/19,10:12:47 PM,.jpg,3024x4032,iphone xs,references,taken by phone
lila,11/10/19,4:15:15 PM,.png,1125x2436,unknown,something to remember,screenshot
lila,11/10/19,4:14:50 PM,.png,1125x2436,unknown,something to remember,screenshot
lila,11/10/19,2:51:25 PM,.jpg,3024x4032,iphone xs,something to remember,taken by phone
lila,11/10/19,2:37:29 PM,.jpg,3024x4032,iphone xs,of a thing,taken by phone
lila,11/10/19,2:32:26 PM,.jpg,3024x4032,iphone xs,of a thing,taken by phone
lila,11/10/19,2:28:22 PM,.jpg,3024x4032,iphone xs,of a thing,taken by phone
lila,11/10/19,2:27:54 PM,.jpg,3024x4032,iphone xs,of a thing,taken by phone
lila,11/10/19,2:27:50 PM,.jpg,3024x4032,iphone xs,of a thing,taken by phone
lila,11/10/19,2:25:35 PM,.jpg,2316x3088,iphone xs,selfie,taken by phone
lila,11/10/19,11:32:07 AM,.png,1125x2436,unknown,something to remember,screenshot
lila,11/10/19,11:31:56 AM,.png,3024x4032,unknown,something to remember,screenshot
lila,11/9/19,12:16:26 AM,.png,1125x2436,unknown,something to remember,screenshot
lila,11/9/19,12:15:15 AM,.png,1125x2436,unknown,something to remember,screenshot
lila,11/9/19,12:09:21 AM,.png,1125x2436,unknown,memes,screenshot
lila,11/8/19,11:32:08 PM,.jpg,2786x912,iphone xs,misc,taken by phone
lila,11/8/19,6:25:46 PM,.png,1125x2436,unknown,memes,screenshot
lila,11/8/19,4:32:11 PM,.heic,3024x4032,iphone xs,references,taken by phone
lila,11/8/19,3:16:46 PM,.mov,1080x1920,iphone xs,of someone else,taken by phone
lila,11/8/19,3:16:09 AM,.heic,3024x4032,iphone xs,of someone else,taken by phone
lila,11/7/19,11:04:20 PM,.png,1125x2436,unknown,misc,screenshot
lila,11/7/19,11:07:16 AM,.png,1125x2436,unknown,something to remember,screenshot
lila,11/6/19,4:22:02 PM,.png,1125x2436,unknown,misc,screenshot
lila,11/1/19,8:14:18 PM,.heic,3024x4032,iphone xs,of someone else,taken by phone
lila,11/1/19,8:14:14 PM,.heic,3024x4032,iphone xs,of someone else,taken by phone
lila,11/1/19,5:06:37 PM,.jpg,1236x1770,unknown,misc,saved
lila,11/1/19,4:45:35 PM,.jpg,1365x1518,unknown,misc,saved
carly,11/20/19,2:33:20 PM,.heic,3024x4032,iphone 8,pets,taken by phone
carly,11/20/19,2:33:18 PM,.heic,3024x4032,iphone 8,pets,taken by phone
carly,11/20/19,2:33:16 PM,.heic,3024x4032,iphone 8,pets,taken by phone
carly,11/20/19,2:33:13 PM,.heic,3024x4032,iphone 8,pets,taken by phone
carly,11/20/19,2:33:12 PM,.heic,3024x4032,iphone 8,pets,taken by phone
carly,11/20/19,1:09:10 PM,.png,750x1334,unknown,memes,screenshot
carly,11/20/19,1:09:03 PM,.png,750x1334,unknown,memes,screenshot
carly,11/20/19,1:13:23 AM,.jpg,640x517,unknown,memes,screenshot
carly,11/20/19,1:13:20 AM,.jpg,640x517,unknown,memes,screenshot
carly,11/20/19,1:13:23 AM,.jpg,540x436,unknown,memes,screenshot
carly,11/20/19,1:13:17 AM,.jpg,640x516,unknown,memes,screenshot
carly,11/20/19,1:13:12 AM,.jpg,1280x1034,unknown,memes,screenshot
carly,11/20/19,1:13:09 AM,.jpg,640x517,unknown,memes,screenshot
carly,11/20/19,1:13:06 AM,.jpg,400x323,unknown,memes,screenshot
carly,11/20/19,1:13:03 AM,.jpg,400x323,unknown,memes,screenshot
carly,11/20/19,1:13:01 AM,.jpg,640x517,unknown,memes,screenshot
carly,11/20/19,1:12:58 AM,.jpg,640x517,unknown,memes,screenshot
carly,11/20/19,1:12:55 AM,.jpg,640x517,unknown,memes,screenshot
carly,11/19/19,6:21:20 PM,.jpg,902x904,unknown,memes,screenshot
carly,11/19/19,6:14:26 PM,.jpg,912x600,unknown,misc,screenshot
carly,11/19/19,6:14:22 PM,.jpg,721x960,unknown,misc,screenshot
carly,11/19/19,2:08:55 PM,.png,750x1334,unknown,memes,screenshot
carly,11/18/19,11:29:55 AM,.heic,3024x4032,iphone 8,something to remember,taken by phone
carly,11/18/19,11:29:50 AM,.heic,3024x4032,iphone 8,something to remember,taken by phone
carly,11/18/19,11:29:47 AM,.heic,3024x4032,iphone 8,something to remember,taken by phone
carly,11/18/19,11:29:44 AM,.heic,3024x4032,iphone 8,something to remember,taken by phone
carly,11/18/19,11:29:41 AM,.heic,3024x4032,iphone 8,something to remember,taken by phone
carly,11/18/19,11:29:17 AM,.heic,3024x4032,iphone 8,something to remember,taken by phone
carly,11/17/19,9:46:47 PM,.jpg,767x960,unknown,memes,screenshot
carly,11/17/19,9:45:53 PM,.jpg,500x498,unknown,memes,screenshot
carly,11/17/19,7:04:16 PM,.jpg,640x860,unknown,memes,screenshot
carly,11/17/19,6:48:32 PM,.jpg,720x381,unknown,memes,screenshot
carly,11/17/19,6:31:51 PM,.jpg,960x820,unknown,memes,screenshot
carly,11/17/19,9:50:12 PM,.png,750x1334,unknown,something to remember,screenshot
carly,11/17/19,9:46:44 PM,.png,750x1334,unknown,misc,screenshot
carly,11/17/19,3:30:08 PM,.jpg,675x844,unknown,memes,screenshot
carly,11/17/19,2:41:54 PM,.jpg,1242x1884,unknown,memes,screenshot
carly,11/17/19,12:07:54 PM,.jpg,936x960,unknown,memes,screenshot
carly,11/17/19,12:01:53 PM,.jpg,479x602,unknown,memes,screenshot
carly,11/17/19,11:55:34 AM,.jpg,1340x914,unknown,something to remember,screenshot
carly,11/17/19,12:38:43 PM,.png,750x1334,unknown,something to remember,screenshot
carly,11/17/19,2:54:06 AM,.jpg,480x623,unknown,misc,saved
carly,11/17/19,2:22:07 AM,.jpg,714x780,unknown,misc,saved
carly,11/16/19,10:56:04 PM,.jpg,676x960,unknown,memes,screenshot
carly,11/16/19,11:49:01 AM,.jpg,720x921,unknown,memes,screenshot
carly,11/16/19,11:48:44 AM,.jpg,626x662,unknown,misc,screenshot
carly,11/16/19,2:15:05 PM,.png,750x1334,unknown,misc,screenshot
carly,11/14/19,9:58:34 PM,.jpg,568x628,unknown,memes,saved
carly,11/15/19,1:15:52 AM,.png,750x1334,unknown,something to remember,screenshot
carly,11/14/19,10:08:50 PM,.heic,4032x3024,iphone 8,food,taken by phone
carly,11/14/19,10:00:01 PM,.heic,4032x3024,iphone 8,food,taken by phone
carly,11/14/19,9:59:59 PM,.heic,4032x3024,iphone 8,food,taken by phone
carly,11/14/19,1:39:56 PM,.jpg,640x720,unknown,memes,saved
carly,11/14/19,6:29:47 PM,.heic,3024x4032,iphone 8,of a thing,taken by phone
carly,11/14/19,1:47:00 PM,.png,750x1334,unknown,something to remember,screenshot
carly,11/14/19,2:51:19 AM,.heic,3024x4032,iphone 8,pets,taken by phone
carly,11/14/19,2:51:17 AM,.heic,3024x4032,iphone 8,pets,taken by phone
carly,11/14/19,2:51:08 AM,.heic,3024x4032,iphone 8,pets,taken by phone
carly,11/14/19,2:50:58 AM,.heic,3024x4032,iphone 8,pets,taken by phone
carly,11/14/19,2:50:55 AM,.heic,3024x4032,iphone 8,pets,taken by phone
carly,11/14/19,2:50:54 AM,.heic,3024x4032,iphone 8,pets,taken by phone
carly,11/14/19,2:50:52 AM,.heic,3024x4032,iphone 8,pets,taken by phone
carly,11/14/19,2:50:50 AM,.heic,3024x4032,iphone 8,pets,taken by phone
carly,11/13/19,7:40:01 PM,.jpg,480x480,unknown,memes,saved
carly,11/13/19,7:39:30 PM,.jpg,870x708,unknown,memes,saved
carly,11/13/19,7:38:00 PM,.jpg,664x844,unknown,memes,saved
carly,11/13/19,7:36:00 PM,.jpg,660x510,unknown,misc,saved
carly,11/13/19,7:21:32 PM,.jpg,640x853,unknown,memes,saved
carly,11/13/19,7:19:30 PM,.jpg,1079x1276,unknown,memes,saved
carly,11/13/19,8:49:26 PM,.png,750x1334,unknown,something to remember,screenshot
carly,11/13/19,8:55:27 AM,.jpg,1038x1845,unknown,memes,screenshot
carly,11/13/19,12:45:18 PM,.png,750x1334,unknown,something to remember,screenshot
carly,11/13/19,12:18:24 PM,.png,750x1334,unknown,texts,screenshot
carly,11/12/19,8:59:53 PM,.heic,4032x3024,iphone 8,misc,taken by phone
carly,11/12/19,1:54:30 PM,.jpg,1080x1095,unknown,memes,saved
carly,11/12/19,12:13:57 AM,.jpg,720x960,unknown,memes,saved
carly,11/12/19,12:13:35 PM,.jpg,960x946,unknown,memes,saved
carly,11/12/19,12:12:30 AM,.jpg,960x934,unknown,memes,saved
carly,11/12/19,12:11:40 AM,.jpg,945x932,unknown,memes,saved
carly,11/11/19,10:50:33 PM,.jpg,750x714,unknown,misc,saved
carly,11/12/19,12:12:22 PM,.png,750x1334,unknown,something to remember,screenshot
carly,11/11/19,10:51:59 PM,.png,750x1334,unknown,misc,screenshot
carly,11/11/19,10:50:24 PM,.png,750x1334,unknown,misc,screenshot
carly,11/11/19,7:14:29 PM,.png,750x1334,unknown,something to remember,screenshot
carly,11/10/19,4:07:58 PM,.jpg,1242x906,unknown,memes,saved
carly,11/10/19,4:07:20 PM,.jpg,720x620,unknown,memes,saved
carly,11/10/19,2:59:36 AM,.jpg,2048x1214,unknown,memes,saved
carly,11/10/19,2:16:53 PM,.jpg,389x280,unknown,work related,saved
carly,11/10/19,2:15:06 PM,.jpg,1920x1080,unknown,work related,saved
carly,11/10/19,12:55:29 PM,.jpg,540x960,unknown,memes,saved
carly,11/10/19,12:18:04 PM,.jpg,720x643,unknown,memes,saved
carly,11/10/19,4:08:35 PM,.png,750x1334,unknown,something to remember,screenshot
carly,11/10/19,4:08:31 PM,.png,750x1334,unknown,something to remember,screenshot
carly,11/10/19,4:08:28 PM,.png,750x1334,unknown,something to remember,screenshot
carly,11/10/19,2:18:22 PM,.png,750x1334,unknown,lock screen,screenshot
carly,11/10/19,2:18:18 PM,.png,750x1334,unknown,lock screen,screenshot
carly,11/10/19,2:16:15 PM,.png,750x1334,unknown,lock screen,screenshot
carly,11/10/19,2:15:58 PM,.png,750x1334,unknown,lock screen,screenshot
carly,11/10/19,3:17:41 AM,.jpg,720x894,unknown,memes,saved
carly,11/10/19,3:14:30 AM,.jpg,622x401,unknown,memes,saved
trevor,11/10/19,3:14:30 AM,.jpg,622x401,unknown,memes,saved
trevor,11/21/19,2:36:23 AM,.mp4,720x1280,iphone 7,of someone else,taken by phone
trevor,11/21/19,2:36:21 AM,.mp4,720x1280,iphone 7,of someone else,taken by phone
trevor,11/21/19,2:36:20 AM,.mp4,720x1280,iphone 7,of someone else,taken by phone
trevor,11/21/19,2:36:19 AM,.mp4,720x1280,iphone 7,of someone else,taken by phone
trevor,11/21/19,2:36:17 AM,.mp4,720x1280,iphone 7,of someone else,taken by phone
trevor,11/20/19,1:58:14 AM,.jpg,867x727,unknown,memes,saved
trevor,11/19/19,12:26:28 PM,.png,750x1334,unknown,texts,screenshot
trevor,11/19/19,1:04:24 AM,.jpg,750x1334,iphone 7,of someone else,taken by phone
trevor,11/16/19,9:54:16 PM,.jpg,750x1334,iphone 7,of someone else,taken by phone
trevor,11/16/19,7:03:41 AM,.jpg,1920x1080,unknown,memes,screenshot
trevor,11/16/19,12:09:47 AM,.jpg,353x1045,unknown,memes,saved
trevor,11/15/19,12:53:00 PM,.png,750x1334,unknown,selfie,saved
trevor,11/14/19,12:16:20 PM,.png,750x1334,unknown,texts,screenshot
trevor,11/13/19,1:43:52 PM,.jpg,6600x10200,unknown,something to remember,saved
trevor,11/13/19,1:18:18 PM,.jpg,6600x10200,unknown,something to remember,saved
trevor,11/13/19,1:22:33 PM,.png,750x1334,unknown,texts,screenshot
trevor,11/13/19,1:21:32 PM,.png,750x1334,unknown,texts,screenshot
trevor,11/12/19,5:47:43 PM,.jpg,874x1346,unknown,something to remember,saved
trevor,11/12/19,7:52:38 PM,.png,750x1334,unknown,texts,screenshot
trevor,11/12/19,7:18:06 PM,.png,750x1334,unknown,something to remember,screenshot
trevor,11/12/19,7:17:59 PM,.png,750x1334,unknown,something to remember,screenshot
trevor,11/12/19,7:06:55 PM,.jpg,1650x2550,unknown,something to remember,saved
trevor,11/12/19,4:16:45 PM,.heic,3024x4032,iphone 7,misc,taken by phone
trevor,11/12/19,9:23:49 AM,.png,750x1334,unknown,something to remember,screenshot
trevor,11/12/19,12:21:20 AM,.png,750x1334,unknown,misc,screenshot
trevor,11/11/19,6:45:23 PM,.heic,3024x4032,iphone 7,work related,taken by phone
trevor,11/11/19,6:44:18 PM,.heic,3024x4032,iphone 7,work related,taken by phone
trevor,11/11/19,12:33:20 PM,.jpg,1024x768,unknown,something to remember,saved
trevor,11/10/19,5:34:04 PM,.png,750x1334,unknown,texts,screenshot
trevor,11/10/19,5:33:59 PM,.png,750x1334,unknown,texts,screenshot
trevor,11/9/19,1:46:23 PM,.png,750x1334,unknown,something to remember,screenshot
trevor,11/9/19,12:02:05 PM,.jpg,750x1334,unknown,something to remember,screenshot
trevor,11/8/19,12:08:28 PM,.png,750x1334,unknown,something to remember,screenshot
trevor,11/7/19,6:51:30 PM,.png,750x1334,unknown,misc,screenshot
trevor,11/6/19,8:24:46 PM,.jpg,1600x1600,iphone 7,something to remember,taken by phone
